,traffic_volume,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time
21735,5855,,297.6,0.25,0.0,40,Rain,light rain,30-06-2016 16:00
21736,5466,,298.08,0.25,0.0,40,Rain,light rain,30-06-2016 17:00
21737,4132,,297.03,0.0,0.0,40,Clouds,scattered clouds,30-06-2016 18:00
21738,3321,,296.13,0.0,0.0,20,Clouds,few clouds,30-06-2016 19:00
21739,2929,,294.62,0.0,0.0,40,Clouds,scattered clouds,30-06-2016 20:00
21740,2907,,292.6,0.0,0.0,1,Clear,sky is clear,30-06-2016 21:00
21741,2533,,291.05,0.0,0.0,20,Clouds,few clouds,30-06-2016 22:00
21742,1473,,290.07,0.0,0.0,20,Clouds,few clouds,30-06-2016 23:00
21743,825,,289.04,0.0,0.0,1,Clear,sky is clear,01-07-2016 00:00
21744,531,,288.16,0.0,0.0,1,Clear,sky is clear,01-07-2016 01:00
21745,381,,286.64,0.0,0.0,1,Clear,sky is clear,01-07-2016 02:00
21746,406,,285.39,0.0,0.0,1,Clear,sky is clear,01-07-2016 03:00
21747,790,,284.67,0.0,0.0,1,Clear,sky is clear,01-07-2016 04:00
21748,2532,,283.97,0.0,0.0,20,Clouds,few clouds,01-07-2016 05:00
21749,4826,,283.24,0.0,0.0,20,Clouds,few clouds,01-07-2016 06:00
21750,5217,,284.59,0.0,0.0,20,Clouds,few clouds,01-07-2016 07:00
21751,4281,,286.51,0.0,0.0,20,Clouds,few clouds,01-07-2016 08:00
21752,4560,,288.14,0.0,0.0,40,Clouds,scattered clouds,01-07-2016 09:00
21753,4412,,289.45,0.0,0.0,40,Clouds,scattered clouds,01-07-2016 10:00
21754,4682,,290.87,0.0,0.0,20,Clouds,few clouds,01-07-2016 11:00
21755,5018,,292.02,0.0,0.0,20,Clouds,few clouds,01-07-2016 12:00
21756,4938,,293.3,0.0,0.0,1,Clear,sky is clear,01-07-2016 13:00
21757,4974,,294.37,0.0,0.0,40,Clouds,scattered clouds,01-07-2016 14:00
21758,5015,,295.13,0.0,0.0,40,Clouds,scattered clouds,01-07-2016 15:00
21759,5017,,295.44,0.0,0.0,40,Clouds,scattered clouds,01-07-2016 16:00
21760,4307,,295.71,0.0,0.0,40,Clouds,scattered clouds,01-07-2016 17:00
21761,3808,,295.65,0.0,0.0,40,Clouds,scattered clouds,01-07-2016 18:00
21762,3102,,295.31,0.0,0.0,75,Clouds,broken clouds,01-07-2016 19:00
21763,2822,,293.99,0.0,0.0,75,Clouds,broken clouds,01-07-2016 20:00
21764,2627,,292.24,0.0,0.0,75,Clouds,broken clouds,01-07-2016 21:00
21765,2498,,289.69,0.0,0.0,40,Clouds,scattered clouds,01-07-2016 22:00
21766,1987,,288.53,0.0,0.0,40,Clouds,scattered clouds,01-07-2016 23:00
21767,1234,,287.75,0.0,0.0,75,Clouds,broken clouds,02-07-2016 00:00
21768,940,,287.13,0.0,0.0,75,Clouds,broken clouds,02-07-2016 01:00
21769,664,,286.4,0.0,0.0,75,Clouds,broken clouds,02-07-2016 02:00
21770,373,,285.64,0.0,0.0,1,Clear,sky is clear,02-07-2016 03:00
21771,425,,285.21,0.0,0.0,1,Clear,sky is clear,02-07-2016 04:00
21772,679,,285.66,0.0,0.0,75,Clouds,broken clouds,02-07-2016 05:00
21773,1253,,285.83,0.0,0.0,75,Clouds,broken clouds,02-07-2016 06:00
21774,1679,,287.34,0.0,0.0,75,Clouds,broken clouds,02-07-2016 07:00
21775,2178,,289.67,0.0,0.0,75,Clouds,broken clouds,02-07-2016 08:00
21776,2952,,292.72,0.0,0.0,20,Clouds,few clouds,02-07-2016 09:00
21777,3429,,294.67,0.0,0.0,20,Clouds,few clouds,02-07-2016 10:00
21778,3892,,295.89,0.0,0.0,40,Clouds,scattered clouds,02-07-2016 11:00
21779,3862,,296.6,0.0,0.0,40,Clouds,scattered clouds,02-07-2016 12:00
21780,3550,,297.29,0.0,0.0,75,Clouds,broken clouds,02-07-2016 13:00
21781,3554,,297.94,0.0,0.0,40,Clouds,scattered clouds,02-07-2016 14:00
21782,3487,,298.47,0.0,0.0,40,Clouds,scattered clouds,02-07-2016 15:00
21783,3261,,298.45,0.0,0.0,40,Clouds,scattered clouds,02-07-2016 16:00
21784,3263,,299.04,0.0,0.0,75,Clouds,broken clouds,02-07-2016 17:00
21785,3175,,298.64,0.0,0.0,40,Clouds,scattered clouds,02-07-2016 18:00
21786,2805,,298.21,0.0,0.0,40,Clouds,scattered clouds,02-07-2016 19:00
21787,2676,,296.99,0.0,0.0,40,Clouds,scattered clouds,02-07-2016 20:00
21788,2495,,294.45,0.0,0.0,20,Clouds,few clouds,02-07-2016 21:00
21789,2370,,292.09,0.0,0.0,20,Clouds,few clouds,02-07-2016 22:00
21790,2205,,291.03,0.0,0.0,20,Clouds,few clouds,02-07-2016 23:00
21791,1133,,290.15,0.0,0.0,1,Clear,sky is clear,03-07-2016 00:00
21792,929,,289.45,0.0,0.0,1,Clear,sky is clear,03-07-2016 01:00
21793,759,,289.3,0.0,0.0,1,Clear,sky is clear,03-07-2016 02:00
21794,436,,289.14,0.0,0.0,1,Clear,sky is clear,03-07-2016 03:00
21795,419,,288.46,0.0,0.0,1,Clear,sky is clear,03-07-2016 04:00
21796,590,,287.59,0.0,0.0,1,Mist,mist,03-07-2016 05:00
21797,1095,,287.44,0.0,0.0,20,Mist,mist,03-07-2016 06:00
21798,1166,,289.23,0.0,0.0,40,Mist,mist,03-07-2016 07:00
21799,1616,,291.48,0.0,0.0,40,Clouds,scattered clouds,03-07-2016 08:00
21800,2271,,293.62,0.0,0.0,40,Clouds,scattered clouds,03-07-2016 09:00
21801,2827,,295.28,0.0,0.0,40,Clouds,scattered clouds,03-07-2016 10:00
21802,3166,,296.44,0.0,0.0,75,Clouds,broken clouds,03-07-2016 11:00
21803,3464,,297.09,0.0,0.0,75,Clouds,broken clouds,03-07-2016 12:00
21804,3415,,297.97,0.0,0.0,40,Clouds,scattered clouds,03-07-2016 13:00
21805,3454,,298.81,0.0,0.0,40,Clouds,scattered clouds,03-07-2016 14:00
21806,3295,,299.28,0.0,0.0,20,Clouds,few clouds,03-07-2016 15:00
21807,3220,,299.32,0.0,0.0,20,Clouds,few clouds,03-07-2016 16:00
21808,3225,,299.4,0.0,0.0,20,Clouds,few clouds,03-07-2016 17:00
21809,3041,,299.07,0.0,0.0,20,Clouds,few clouds,03-07-2016 18:00
21810,2718,,298.07,0.0,0.0,20,Clouds,few clouds,03-07-2016 19:00
21811,2563,,297.13,0.0,0.0,1,Clear,sky is clear,03-07-2016 20:00
21812,2513,,295.04,0.0,0.0,1,Clear,sky is clear,03-07-2016 21:00
21813,2252,,292.98,0.0,0.0,20,Clouds,few clouds,03-07-2016 22:00
21814,1985,,291.46,0.0,0.0,20,Clouds,few clouds,03-07-2016 23:00
21815,1115,Independence Day,289.95,0.0,0.0,1,Clear,sky is clear,04-07-2016 00:00
21816,581,,289.7,0.0,0.0,1,Mist,mist,04-07-2016 01:00
21817,436,,288.95,0.0,0.0,1,Clear,sky is clear,04-07-2016 02:00
21818,270,,288.74,0.0,0.0,1,Clear,sky is clear,04-07-2016 03:00
21819,304,,288.54,0.0,0.0,1,Clear,sky is clear,04-07-2016 04:00
21820,660,,287.6,0.0,0.0,20,Clouds,few clouds,04-07-2016 05:00
21821,825,,287.49,0.0,0.0,20,Clouds,few clouds,04-07-2016 06:00
21822,798,,289.56,0.0,0.0,20,Clouds,few clouds,04-07-2016 07:00
21823,1060,,292.34,0.0,0.0,20,Clouds,few clouds,04-07-2016 08:00
21824,1582,,294.36,0.0,0.0,20,Clouds,few clouds,04-07-2016 09:00
21825,1949,,295.32,0.0,0.0,90,Clouds,overcast clouds,04-07-2016 10:00
21826,2657,,296.14,0.0,0.0,75,Clouds,broken clouds,04-07-2016 11:00
21827,2916,,296.77,0.0,0.0,75,Clouds,broken clouds,04-07-2016 12:00
21828,2881,,297.63,0.0,0.0,75,Clouds,broken clouds,04-07-2016 13:00
21829,3095,,297.76,0.0,0.0,90,Clouds,overcast clouds,04-07-2016 14:00
21830,3252,,298.37,0.0,0.0,75,Clouds,broken clouds,04-07-2016 15:00
21831,3197,,298.66,0.0,0.0,75,Clouds,broken clouds,04-07-2016 16:00
21832,3044,,298.77,0.0,0.0,75,Clouds,broken clouds,04-07-2016 17:00
21833,2979,,298.49,0.0,0.0,75,Clouds,broken clouds,04-07-2016 18:00
21834,2886,,297.91,0.0,0.0,90,Clouds,overcast clouds,04-07-2016 19:00
21835,2765,,297.32,0.0,0.0,90,Clouds,overcast clouds,04-07-2016 20:00
21836,2471,,296.64,0.0,0.0,90,Clouds,overcast clouds,04-07-2016 21:00
21837,2975,,295.49,0.0,0.0,40,Clouds,scattered clouds,04-07-2016 22:00
21838,1980,,294.5,0.0,0.0,40,Clouds,scattered clouds,04-07-2016 23:00
21839,1038,,293.16,0.0,0.0,40,Clouds,scattered clouds,05-07-2016 00:00
21840,497,,292.68,0.0,0.0,1,Clear,sky is clear,05-07-2016 01:00
21841,331,,292.67,0.0,0.0,40,Clouds,scattered clouds,05-07-2016 02:00
21842,319,,293.09,0.0,0.0,75,Clouds,broken clouds,05-07-2016 03:00
21843,729,,292.86,0.0,0.0,40,Drizzle,light intensity drizzle,05-07-2016 04:00
21844,5115,,293.59,0.0,0.0,20,Mist,mist,05-07-2016 07:00
21845,4441,,294.45,0.0,0.0,75,Haze,haze,05-07-2016 08:00
21846,4023,,295.77,0.0,0.0,75,Clouds,broken clouds,05-07-2016 09:00
21847,3465,,297.81,0.0,0.0,75,Clouds,broken clouds,05-07-2016 10:00
21848,4318,,300.78,0.0,0.0,75,Clouds,broken clouds,05-07-2016 12:00
21849,4346,,303.5,0.0,0.0,75,Clouds,broken clouds,05-07-2016 14:00
21850,5577,,300.79,0.0,0.0,75,Thunderstorm,proximity thunderstorm,05-07-2016 17:00
21851,3177,,297.44,0.0,0.0,90,Thunderstorm,proximity thunderstorm,05-07-2016 18:00
21854,2821,,294.91,7.62,0.0,90,Thunderstorm,proximity thunderstorm,05-07-2016 19:00
21857,1975,,293.53,6.35,0.0,90,Thunderstorm,proximity thunderstorm,05-07-2016 20:00
21860,1752,,292.84,1.78,0.0,90,Thunderstorm,proximity thunderstorm,05-07-2016 21:00
21862,2091,,292.08,0.0,0.0,1,Clear,sky is clear,05-07-2016 23:00
21863,700,,291.88,0.0,0.0,40,Clouds,scattered clouds,06-07-2016 00:00
21864,358,,291.3,0.0,0.0,20,Clouds,few clouds,06-07-2016 01:00
21865,288,,290.77,0.0,0.0,1,Mist,mist,06-07-2016 02:00
21866,341,,290.53,0.0,0.0,40,Mist,mist,06-07-2016 03:00
21868,816,,290.6,0.0,0.0,40,Fog,fog,06-07-2016 04:00
21869,2789,,290.86,0.0,0.0,75,Mist,mist,06-07-2016 05:00
21870,5182,,290.51,0.0,0.0,75,Fog,fog,06-07-2016 06:00
21872,5951,,291.25,0.0,0.0,75,Fog,fog,06-07-2016 07:00
21875,5135,,292.5,0.0,0.0,75,Fog,fog,06-07-2016 08:00
21876,4108,,294.71,0.0,0.0,75,Clouds,broken clouds,06-07-2016 09:00
21877,3872,,296.07,0.0,0.0,75,Clouds,broken clouds,06-07-2016 10:00
21878,4116,,298.07,0.0,0.0,75,Clouds,broken clouds,06-07-2016 11:00
21879,4180,,299.37,0.0,0.0,40,Clouds,scattered clouds,06-07-2016 12:00
21880,4277,,300.76,0.0,0.0,40,Clouds,scattered clouds,06-07-2016 13:00
21881,4455,,301.17,0.0,0.0,40,Clouds,scattered clouds,06-07-2016 14:00
21882,4723,,302.22,0.0,0.0,20,Clouds,few clouds,06-07-2016 15:00
21883,5555,,302.47,0.0,0.0,20,Clouds,few clouds,06-07-2016 16:00
21884,5515,,302.53,0.0,0.0,20,Clouds,few clouds,06-07-2016 17:00
21885,4181,,302.0,0.0,0.0,20,Clouds,few clouds,06-07-2016 18:00
21886,3217,,301.4,0.0,0.0,20,Clouds,few clouds,06-07-2016 19:00
21887,2804,,300.46,0.0,0.0,20,Clouds,few clouds,06-07-2016 20:00
21888,2776,,297.22,0.0,0.0,20,Clouds,few clouds,06-07-2016 21:00
21889,3222,,295.65,0.0,0.0,75,Clouds,broken clouds,06-07-2016 22:00
21890,2355,,293.91,0.0,0.0,1,Clear,sky is clear,06-07-2016 23:00
21891,779,,292.79,0.0,0.0,1,Clear,sky is clear,07-07-2016 00:00
21892,392,,293.05,0.0,0.0,90,Clouds,overcast clouds,07-07-2016 01:00
21894,843,,292.85,1.02,0.0,75,Thunderstorm,proximity thunderstorm,07-07-2016 04:00
21897,2649,,292.65,1.27,0.0,90,Thunderstorm,proximity thunderstorm with rain,07-07-2016 05:00
21898,5849,,292.73,0.0,0.0,90,Clouds,overcast clouds,07-07-2016 07:00
21899,5245,,293.45,0.0,0.0,90,Clouds,overcast clouds,07-07-2016 08:00
21900,4557,,294.2,0.0,0.0,90,Clouds,overcast clouds,07-07-2016 09:00
21901,4163,,295.31,0.0,0.0,75,Clouds,broken clouds,07-07-2016 10:00
21902,4350,,297.49,0.0,0.0,75,Clouds,broken clouds,07-07-2016 11:00
21903,4458,,298.45,0.0,0.0,40,Clouds,scattered clouds,07-07-2016 12:00
21904,4596,,299.48,0.0,0.0,75,Clouds,broken clouds,07-07-2016 13:00
21905,4924,,300.1,0.0,0.0,75,Clouds,broken clouds,07-07-2016 14:00
21906,4983,,300.11,0.0,0.0,1,Clear,sky is clear,07-07-2016 15:00
21907,6080,,299.83,0.0,0.0,75,Clouds,broken clouds,07-07-2016 16:00
21908,5974,,299.2,0.0,0.0,75,Clouds,broken clouds,07-07-2016 17:00
21910,4183,,298.03,0.25,0.0,40,Thunderstorm,proximity thunderstorm,07-07-2016 18:00
21911,3109,,296.43,0.51,0.0,90,Rain,moderate rain,07-07-2016 19:00
21912,2597,,295.79,0.0,0.0,90,Clouds,overcast clouds,07-07-2016 20:00
21913,2431,,294.74,0.0,0.0,75,Thunderstorm,proximity thunderstorm,07-07-2016 21:00
21914,1906,,294.02,0.0,0.0,75,Thunderstorm,thunderstorm with light rain,07-07-2016 22:00
21915,680,,293.45,0.0,0.0,75,Thunderstorm,proximity thunderstorm,08-07-2016 00:00
21916,413,,293.07,0.0,0.0,20,Clouds,few clouds,08-07-2016 01:00
21917,305,,292.35,0.0,0.0,20,Clouds,few clouds,08-07-2016 02:00
21918,348,,292.1,0.0,0.0,20,Clouds,few clouds,08-07-2016 03:00
21919,820,,291.46,0.0,0.0,20,Clouds,few clouds,08-07-2016 04:00
21920,4519,,291.09,0.25,0.0,75,Rain,light rain,08-07-2016 06:00
21921,5551,,291.47,0.0,0.0,40,Clouds,scattered clouds,08-07-2016 07:00
21922,4956,,292.46,0.0,0.0,20,Clouds,few clouds,08-07-2016 08:00
21923,4451,,293.28,0.0,0.0,40,Clouds,scattered clouds,08-07-2016 09:00
21924,4408,,293.24,0.0,0.0,75,Clouds,broken clouds,08-07-2016 10:00
21925,4637,,293.78,0.0,0.0,90,Clouds,overcast clouds,08-07-2016 11:00
21926,4619,,294.35,0.0,0.0,90,Clouds,overcast clouds,08-07-2016 12:00
21927,4593,,295.42,0.0,0.0,75,Clouds,broken clouds,08-07-2016 13:00
21928,4736,,296.18,0.51,0.0,90,Rain,light rain,08-07-2016 14:00
21929,5096,,297.23,0.0,0.0,75,Clouds,broken clouds,08-07-2016 15:00
21930,5628,,298.0,0.0,0.0,64,Clouds,broken clouds,08-07-2016 16:00
21931,4855,,298.4,0.0,0.0,75,Clouds,broken clouds,08-07-2016 17:00
21932,4057,,298.43,0.0,0.0,75,Clouds,broken clouds,08-07-2016 18:00
21933,3204,,298.15,0.0,0.0,75,Clouds,broken clouds,08-07-2016 19:00
21934,2618,,297.06,0.0,0.0,90,Clouds,overcast clouds,08-07-2016 20:00
21935,2664,,295.63,0.0,0.0,40,Clouds,scattered clouds,08-07-2016 21:00
21936,2367,,293.96,0.0,0.0,20,Clouds,few clouds,08-07-2016 22:00
21937,1856,,292.39,0.0,0.0,20,Clouds,few clouds,08-07-2016 23:00
21938,1376,,291.24,0.0,0.0,1,Clear,sky is clear,09-07-2016 00:00
21939,1070,,290.12,0.0,0.0,1,Clear,sky is clear,09-07-2016 01:00
21940,678,,289.5,0.0,0.0,1,Fog,fog,09-07-2016 02:00
21943,508,,288.78,0.0,0.0,1,Fog,fog,09-07-2016 03:00
21945,541,,288.36,0.0,0.0,1,Fog,fog,09-07-2016 04:00
21947,976,,287.83,0.0,0.0,1,Fog,fog,09-07-2016 05:00
21949,1474,,287.45,0.0,0.0,1,Fog,fog,09-07-2016 06:00
21950,1887,,289.78,0.0,0.0,1,Mist,mist,09-07-2016 07:00
21951,2394,,291.6,0.0,0.0,1,Clear,sky is clear,09-07-2016 08:00
21952,3045,,293.77,0.0,0.0,1,Clear,sky is clear,09-07-2016 09:00
21953,3333,,295.39,0.0,0.0,1,Clear,sky is clear,09-07-2016 10:00
21954,3675,,297.09,0.0,0.0,1,Clear,sky is clear,09-07-2016 11:00
21955,3837,,297.86,0.0,0.0,1,Clear,sky is clear,09-07-2016 12:00
21956,3792,,299.0,0.0,0.0,20,Clouds,few clouds,09-07-2016 13:00
21957,3905,,299.73,0.0,0.0,40,Clouds,scattered clouds,09-07-2016 14:00
21958,4142,,300.17,0.0,0.0,40,Clouds,scattered clouds,09-07-2016 15:00
21959,3837,,300.38,0.0,0.0,40,Clouds,scattered clouds,09-07-2016 16:00
21960,3827,,300.45,0.0,0.0,40,Clouds,scattered clouds,09-07-2016 17:00
21961,3412,,300.1,0.0,0.0,40,Clouds,scattered clouds,09-07-2016 18:00
21962,2903,,299.31,0.0,0.0,1,Clear,sky is clear,09-07-2016 19:00
21963,97,,298.19,0.0,0.0,40,Clouds,scattered clouds,09-07-2016 20:00
21964,10,,296.15,0.0,0.0,1,Clear,sky is clear,09-07-2016 21:00
21965,11,,295.16,0.0,0.0,1,Clear,sky is clear,09-07-2016 22:00
21966,1,,294.63,0.0,0.0,40,Clouds,scattered clouds,09-07-2016 23:00
21967,1376,,294.08,0.0,0.0,40,Clouds,scattered clouds,10-07-2016 00:00
21968,1070,,294.52,0.0,0.0,75,Clouds,broken clouds,10-07-2016 01:00
21969,678,,294.4,0.0,0.0,75,Clouds,broken clouds,10-07-2016 02:00
21970,541,,294.36,0.0,0.0,75,Thunderstorm,proximity thunderstorm,10-07-2016 04:00
21972,980,,293.07,6.48,0.0,75,Thunderstorm,proximity thunderstorm,10-07-2016 05:00
21974,1481,,291.79,5.46,0.0,90,Thunderstorm,proximity thunderstorm,10-07-2016 06:00
21978,1897,,291.53,2.67,0.0,90,Thunderstorm,proximity thunderstorm with rain,10-07-2016 07:00
21980,2407,,291.74,0.51,0.0,75,Thunderstorm,proximity thunderstorm with rain,10-07-2016 08:00
21981,3062,,292.11,0.25,0.0,90,Rain,light rain,10-07-2016 09:00
21983,3351,,293.61,0.0,0.0,90,Clouds,overcast clouds,10-07-2016 10:00
21984,3695,,295.92,0.0,0.0,75,Clouds,broken clouds,10-07-2016 11:00
21985,3858,,296.72,0.0,0.0,90,Clouds,overcast clouds,10-07-2016 12:00
21986,3903,,297.67,0.0,0.0,90,Clouds,overcast clouds,10-07-2016 13:00
21987,3840,,298.88,0.0,0.0,90,Clouds,overcast clouds,10-07-2016 14:00
21988,3777,,299.3,0.0,0.0,75,Clouds,broken clouds,10-07-2016 15:00
21989,3869,,299.53,0.0,0.0,75,Clouds,broken clouds,10-07-2016 16:00
21990,4093,,299.97,0.0,0.0,75,Clouds,broken clouds,10-07-2016 17:00
21991,3736,,299.86,0.0,0.0,75,Clouds,broken clouds,10-07-2016 18:00
21992,3240,,299.02,0.0,0.0,75,Clouds,broken clouds,10-07-2016 19:00
21994,2603,,298.27,0.25,0.0,90,Thunderstorm,proximity thunderstorm,10-07-2016 20:00
21995,2322,,296.88,0.0,0.0,1,Clear,sky is clear,10-07-2016 21:00
21996,1721,,296.44,0.0,0.0,40,Clouds,scattered clouds,10-07-2016 22:00
21997,1154,,296.26,0.0,0.0,90,Clouds,overcast clouds,10-07-2016 23:00
21998,621,,296.22,0.0,0.0,90,Clouds,overcast clouds,11-07-2016 00:00
21999,376,,295.8,0.0,0.0,90,Clouds,overcast clouds,11-07-2016 01:00
22000,291,,295.62,0.0,0.0,90,Clouds,overcast clouds,11-07-2016 02:00
22001,342,,295.24,0.0,0.0,75,Clouds,broken clouds,11-07-2016 03:00
22002,848,,295.4,0.0,0.0,75,Clouds,broken clouds,11-07-2016 04:00
22003,2780,,295.37,0.0,0.0,75,Clouds,broken clouds,11-07-2016 05:00
22004,4016,,294.79,0.0,0.0,90,Clouds,overcast clouds,11-07-2016 09:00
22005,3891,,295.13,0.0,0.0,90,Thunderstorm,proximity thunderstorm,11-07-2016 10:00
22006,3998,,296.45,0.0,0.0,90,Thunderstorm,proximity thunderstorm,11-07-2016 11:00
22007,4475,,299.15,0.0,0.0,75,Thunderstorm,proximity thunderstorm,11-07-2016 13:00
22008,4456,,300.18,0.0,0.0,90,Clouds,overcast clouds,11-07-2016 14:00
22009,4858,,300.81,0.0,0.0,75,Thunderstorm,proximity thunderstorm,11-07-2016 15:00
22010,5934,,301.48,0.0,0.0,75,Thunderstorm,proximity thunderstorm,11-07-2016 16:00
22011,3900,,302.54,0.0,0.0,75,Thunderstorm,proximity thunderstorm,11-07-2016 18:00
22012,2856,,302.39,0.0,0.0,75,Clouds,broken clouds,11-07-2016 19:00
22013,2506,,302.45,0.0,0.0,75,Thunderstorm,thunderstorm,11-07-2016 20:00
22014,2062,,301.7,0.0,0.0,75,Thunderstorm,thunderstorm with light rain,11-07-2016 21:00
22015,1544,,300.35,0.51,0.0,75,Rain,light rain,11-07-2016 22:00
22016,995,,299.61,0.0,0.0,90,Thunderstorm,proximity thunderstorm,11-07-2016 23:00
22017,589,,298.88,0.0,0.0,90,Thunderstorm,thunderstorm with light rain,12-07-2016 00:00
22019,379,,296.36,2.1,0.0,75,Thunderstorm,proximity thunderstorm,12-07-2016 01:00
22020,312,,294.81,0.0,0.0,90,Clouds,overcast clouds,12-07-2016 03:00
22021,859,,294.5,0.0,0.0,90,Clouds,overcast clouds,12-07-2016 04:00
22022,2790,,294.55,0.0,0.0,90,Mist,mist,12-07-2016 05:00
22023,5344,,294.42,0.0,0.0,90,Clouds,overcast clouds,12-07-2016 06:00
22024,6106,,293.82,0.0,0.0,75,Clouds,broken clouds,12-07-2016 07:00
22025,5591,,294.27,0.0,0.0,75,Clouds,broken clouds,12-07-2016 08:00
22026,4154,,296.43,0.0,0.0,40,Clouds,scattered clouds,12-07-2016 10:00
22027,4154,,296.53,0.0,0.0,40,Clouds,scattered clouds,12-07-2016 10:00
22028,4392,,298.15,0.0,0.0,40,Clouds,scattered clouds,12-07-2016 11:00
22029,4430,,299.05,0.0,0.0,20,Clouds,few clouds,12-07-2016 12:00
22030,4868,,301.01,0.0,0.0,1,Clear,sky is clear,12-07-2016 14:00
22031,4868,,300.97,0.0,0.0,1,Clear,sky is clear,12-07-2016 14:00
22032,5345,,301.68,0.0,0.0,20,Clouds,few clouds,12-07-2016 15:00
22033,5750,,301.62,0.0,0.0,1,Clear,sky is clear,12-07-2016 16:00
22034,4051,,301.38,0.0,0.0,1,Clear,sky is clear,12-07-2016 18:00
22035,4051,,301.48,0.0,0.0,1,Clear,sky is clear,12-07-2016 18:00
22036,3066,,300.78,0.0,0.0,1,Clear,sky is clear,12-07-2016 19:00
22037,2764,,299.52,0.0,0.0,1,Clear,sky is clear,12-07-2016 20:00
22038,2802,,297.89,0.0,0.0,1,Clear,sky is clear,12-07-2016 21:00
22039,2147,,296.43,0.0,0.0,1,Clear,sky is clear,12-07-2016 22:00
22040,1208,,295.7,0.0,0.0,1,Clear,sky is clear,12-07-2016 23:00
22041,610,,295.34,0.0,0.0,1,Clear,sky is clear,13-07-2016 00:00
22042,383,,295.2,0.0,0.0,1,Clear,sky is clear,13-07-2016 01:00
22043,271,,295.09,0.0,0.0,1,Clear,sky is clear,13-07-2016 02:00
22044,357,,295.09,0.0,0.0,1,Clear,sky is clear,13-07-2016 03:00
22045,855,,294.71,0.0,0.0,1,Clear,sky is clear,13-07-2016 04:00
22046,2869,,294.2,0.0,0.0,1,Clear,sky is clear,13-07-2016 05:00
22047,5402,,294.25,0.0,0.0,20,Clouds,few clouds,13-07-2016 06:00
22048,6025,,294.99,0.0,0.0,20,Clouds,few clouds,13-07-2016 07:00
22049,5598,,295.83,0.0,0.0,40,Clouds,scattered clouds,13-07-2016 08:00
22050,4075,,296.6,0.0,0.0,12,Clouds,few clouds,13-07-2016 10:00
22051,4075,,296.95,0.0,0.0,12,Clouds,few clouds,13-07-2016 10:00
22052,4449,,298.17,0.0,0.0,0,Clear,Sky is Clear,13-07-2016 11:00
22053,4858,,299.8,0.0,0.0,0,Clear,Sky is Clear,13-07-2016 12:00
22054,4802,,301.11,0.0,0.0,1,Clear,sky is clear,13-07-2016 14:00
22055,4802,,300.73,0.0,0.0,1,Clear,sky is clear,13-07-2016 14:00
22056,5137,,301.01,0.0,0.0,20,Clouds,few clouds,13-07-2016 15:00
22057,5870,,300.78,0.0,0.0,40,Clouds,scattered clouds,13-07-2016 16:00
22058,4191,,300.18,0.0,0.0,40,Clouds,scattered clouds,13-07-2016 18:00
22059,4191,,300.14,0.0,0.0,40,Clouds,scattered clouds,13-07-2016 18:00
22060,3039,,299.58,0.0,0.0,20,Clouds,few clouds,13-07-2016 19:00
22061,2703,,299.06,0.0,0.0,1,Clear,sky is clear,13-07-2016 20:00
22062,2935,,298.02,0.0,0.0,0,Clear,Sky is Clear,13-07-2016 21:00
22063,2231,,295.78,0.0,0.0,0,Clear,Sky is Clear,13-07-2016 22:00
22064,1209,,295.78,0.0,0.0,0,Clear,Sky is Clear,13-07-2016 23:00
22065,628,,293.171,0.0,0.0,0,Clear,Sky is Clear,14-07-2016 00:00
22066,394,,293.171,0.0,0.0,0,Clear,Sky is Clear,14-07-2016 01:00
22067,282,,293.171,0.0,0.0,0,Clear,Sky is Clear,14-07-2016 02:00
22068,346,,291.806,0.0,0.0,36,Clouds,scattered clouds,14-07-2016 03:00
22069,834,,291.806,0.0,0.0,36,Clouds,scattered clouds,14-07-2016 04:00
22070,2859,,291.806,0.0,0.0,36,Clouds,scattered clouds,14-07-2016 05:00
22071,5394,,291.952,0.0,0.0,44,Clouds,scattered clouds,14-07-2016 06:00
22072,6131,,291.952,0.0,0.0,44,Clouds,scattered clouds,14-07-2016 07:00
22073,5620,,291.952,0.0,0.0,44,Clouds,scattered clouds,14-07-2016 08:00
22074,4702,,293.318,0.0,0.0,92,Clouds,overcast clouds,14-07-2016 09:00
22075,4134,,293.318,0.0,0.0,92,Clouds,overcast clouds,14-07-2016 10:00
22076,4394,,293.318,0.0,0.0,92,Clouds,overcast clouds,14-07-2016 11:00
22077,4738,,294.035,0.0,0.0,68,Clouds,broken clouds,14-07-2016 12:00
22078,4687,,294.035,0.0,0.0,68,Clouds,broken clouds,14-07-2016 13:00
22079,4895,,294.035,0.0,0.0,68,Clouds,broken clouds,14-07-2016 14:00
22080,5405,,295.254,0.0,0.0,68,Clouds,broken clouds,14-07-2016 15:00
22081,5854,,295.254,0.0,0.0,68,Clouds,broken clouds,14-07-2016 16:00
22082,5568,,295.254,0.0,0.0,68,Clouds,broken clouds,14-07-2016 17:00
22083,4279,,293.734,0.0,0.0,88,Clouds,overcast clouds,14-07-2016 18:00
22084,3191,,293.734,0.0,0.0,88,Clouds,overcast clouds,14-07-2016 19:00
22085,2825,,293.734,0.0,0.0,88,Clouds,overcast clouds,14-07-2016 20:00
22086,2931,,291.619,0.0,0.0,92,Clouds,overcast clouds,14-07-2016 21:00
